id_annonce,site,prix,surface,prix_m2,type,description,description_detail,code_postal,ville,latitude,longitude,url,image,date_dernier_scan,statut,derniere_verification_http,sur_carte,source_localisation,precision_localisation,position_fiable,quartier,type_local,dist_vice_sex-shop,nb_vice_sex-shop_500m,dist_vice_bar,nb_vice_bar_500m,dist_vice_tabac,nb_vice_tabac_500m,dist_vice_cbd_shop,nb_vice_cbd_shop_500m,dist_gentrification_épicerie_fine,nb_gentrification_épicerie_fine_500m,dist_gentrification_atelier_vélo,nb_gentrification_atelier_vélo_500m,dist_nuisance_aire_de_jeux,nb_nuisance_aire_de_jeux_500m,dist_nuisance_discothèque,nb_nuisance_discothèque_500m,dist_superstition_pompes_funèbres,nb_superstition_pompes_funèbres_500m,dist_gentrification_salle_sport,nb_gentrification_salle_sport_500m,dist_vice_kebab,nb_vice_kebab_500m,dist_gentrification_crèche,nb_gentrification_crèche_500m,dist_nuisance_école,nb_nuisance_école_500m,dist_gentrification_fleuriste,nb_gentrification_fleuriste_500m,dist_nuisance_station_service,nb_nuisance_station_service_500m,dist_vice_casino,nb_vice_casino_500m,dist_gentrification_yoga,nb_gentrification_yoga_500m,dist_gentrification_torréfacteur,nb_gentrification_torréfacteur_500m,dist_nuisance_salle_de_concert,nb_nuisance_salle_de_concert_500m,dist_superstition_cimetière,nb_superstition_cimetière_500m
108,Vizzit,1046.0,90.0,11.62,Appartement,5 pièce - 3 chambre - 90 m² - s - s,"Situé Boulevard Yves Farge - Disponible de suite Pour organiser une visite, merci de déposer au préalable votre dossier de candidature via le site internet de notre agence, rubrique ""Location"", ""Mon dossier en ligne"" (plateforme Zelok, gratuite). Visite virtuelle à 360° disponible. Spacieux T5 de 90.67 m² au 5ème étage sans ascenseur entièrement rafraîchit, possédant 3 chambres, un bureau avec dressing, un séjour de 21 m², une cuisine indépendante (aménagé de rangements et d'une plaque de cuisson), une salle d'eau, une buanderie et un WC séparé. Situé dans un quartier moderne et résidentiel, proche des commerces et des transports en commun (métro B Arrêt - Place Jean Jaurès) et (tram T1 Arrêt - Debourg). Local à vélo. Les charges comprennent l'entretien de l'immeuble, l'eau froide et le contrat entretien gaz. Fenêtres double vitrage PVC.",69007,Lyon,45.738512,4.83037,https://www.vizzit.fr/fr/property/appartement/lyon-7eme/Avrnxpmj3hva6sih,,2026-09-24,active,,True,gps,,True,Guillotière / Jean Macé,Grand (T4+),2730.0,0,206.0,2,537.0,0,1599.0,0,777.0,0,659.0,0,254.0,6,986.0,0,1247.0,0,598.0,0,113.0,1,880.0,0,160.0,7,533.0,0,514.0,0,5428.0,0,674.0,0,1590.0,0,3603.0,0,1047.0,0
109,Vizzit,1689.0,65.0,25.98,Appartement,3 pièce - 65 m² - s,"Appartement T3 Meublé avec terrasse - Rue du lieutenant colonel Girard 69007 LYON - Appartement T3 Meublé - Rue du lieutenant colonel Girard 69007 LYON Au coeur du 7ème arrondissement de Lyon, Anjalys vous propose à la location un appartement de type 3 avec une terrasse de 65m2, au 6ème étage d'environ 65m2. Le bien est composé d'une entrée, d'une cuisine aménagée et équipée, d'un séjour avec un canapé convertible, de deux chambres, d'une salle de bain et d'un WC indépendant. Possibilité d'une location de garage fermées en plus. Disponible dès maintenant Chauffage et eau chaude individuel gaz. Eau froide individuelle également. POUR VISITER CE BIEN, veuillez déposer un dossier directement sur notre site internet groupe Anjalys, pour cela, vous devez aller dans l'onglet LOUER, sélectionner l'annonce et de cliquer sur ""déposer mon dossier"". Contact - Appartement soumis à l'encadrement des loyers. Loyer de référence : 851,50€. Loyer de référence majoré : 113,50€. Loyer de 1 800,00 euros par mois charges comprises dont 200,00 euros par mois de provision pour charges (soumis à la régularisation annuelle). Les honoraires charge locataire sont de 859,36 euros ( soit 13,12 euros/m² ) dont 198,46 euros pour état des lieux ( soit 3,03 euros/m² ). DPE ANCIENNE VERSION.",69007,Lyon,45.738613,4.82852,https://www.vizzit.fr/fr/property/appartement/lyon-7eme/Au5n1wt6bpnya06a,,2026-09-24,active,,True,gps,,True,Guillotière / Jean Macé,T3,2737.0,0,85.0,1,665.0,0,1597.0,0,635.0,0,680.0,0,293.0,4,920.0,0,1287.0,0,612.0,0,74.0,1,889.0,0,278.0,6,662.0,0,383.0,1,5465.0,0,700.0,0,1586.0,0,3603.0,0,1186.0,0
110,Vizzit,798.0,15.0,53.2,Studio,15 m² - Studio,"Lyon 08. Pas loin des transports Bachut - Mairie du 8e (T2). Loue studio meublé de 15 m², disponible pour un loyer de 850 € charges comprises avec internet.",69008,Lyon,45.7388,4.8613,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/Ahcbs8ok1qx482xs,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,Studio/T1,2377.0,0,341.0,1,690.0,0,2033.0,0,817.0,0,193.0,1,187.0,4,861.0,0,482.0,3,237.0,1,44.0,2,464.0,1,169.0,5,140.0,1,484.0,1,5153.0,0,1398.0,0,814.0,0,4119.0,0,439.0,2
111,Vizzit,574.0,18.0,31.89,Studio,18 m² - Studio,,69008,Lyon,45.73887,4.86475,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/A082l55xcriejl64,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,Studio/T1,2436.0,0,127.0,2,704.0,0,2189.0,0,708.0,0,251.0,1,189.0,4,963.0,0,729.0,0,261.0,2,195.0,4,250.0,1,79.0,9,160.0,2,219.0,1,5186.0,0,1632.0,0,724.0,0,4248.0,0,705.0,0
112,Vizzit,539.0,28.0,19.25,Appartement,2 pièce - 1 chambre - 28 m² - s,,69008,Lyon,45.73887,4.87161,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/Auzusuosdxo1tdb3,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,T2,2645.0,0,292.0,2,493.0,1,2565.0,0,786.0,0,128.0,1,260.0,2,1303.0,0,662.0,0,290.0,1,288.0,3,423.0,1,120.0,12,346.0,1,321.0,1,5307.0,0,2126.0,0,623.0,0,4552.0,0,1235.0,0
113,Vizzit,638.0,26.0,24.54,Studio,26 m² - Studio,"Meublé- Chauffage et eau chaude inclus- Au pied du tram T2, dans une copropriété calme et sécurisé, venez visiter ce charmant studio entièrement meublé et très fonctionnel, il est composé d'un espace de vie très agréable, d'une kitchenette équipée de 2 plaques électriques et d'un frigo, d'une salle d'eau. Il vous apportera un grand confort pour un petit budget. Pour visiter, merci de remplir le formulaire de contact. Ensuite vous recevrez un lien pour déposer votre dossier en ligne. Une conseillère reviendra vers vous rapidement après étude de vos documents pour programmer une visite.Zone soumise à encadrement des loyers.",69008,Lyon,45.738961,4.864675,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/Ajnzixfl1c7ztl8r,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,Studio/T1,2425.0,0,139.0,2,697.0,0,2177.0,0,699.0,0,255.0,1,195.0,4,969.0,0,720.0,0,250.0,2,184.0,4,261.0,1,90.0,9,159.0,2,227.0,1,5175.0,0,1622.0,0,719.0,0,4236.0,0,698.0,0
114,Vizzit,1374.0,69.0,19.91,Appartement,3 pièce - 2 chambre - 69 m² - s - s,"A LOUER - T3 DE 69.92 M2 A LYON 8, AVENUE JEAN MERMOZ - Magnifique appartement à louer à Lyon (69008), situé dans le quartier de Mermoz. Ce charmant appartement de 3 pièces bénéficie d'une surface habitable de 69,92 m². Situé dans un immeuble récent avec ascenseur, ce bien dispose d'une pièce de vie ouverte sur une cuisine équipée, toutes deux donnant sur une belle terrasse offrant une vue dégagée, ainsi que de deux chambres et d'une salle d'eau. Un garage en sous-sol est mis à disposition avec la location. Vous serez séduit par la luminosité de cet appartement, grâce à ses grandes fenêtres offrant une vue dégagée. Idéalement situé dans une résidence sécurisée, vous pourrez profiter de tout le confort nécessaire pour une vie agréable au quotidien. La proximité des commerces, des transports en commun et des écoles en fait un emplacement idéal pour les familles. Ne ratez pas cette belle opportunité et contactez-nous dès maintenant pour plus d'informations ou pour organiser une visite. Ce bien rare sur le marché saura vous séduire par ses caractéristiques uniques. Le chauffage est individuel électrique. L'eau est collective électrique. Loyer mensuel charges comprises 1 464.00€ dont 204.00€ de provisions sur charges (soumis à régularisation annuelle). Diagnostic Energétique : C COMPLEMENT DE LOYER A HAUTEUR DE 211.20€ POUR CLIMATISATION, TERRASSE ET GARAGE LOYER SOUMIS A ENCADREMENT DES LOYERS : LOYER REFERENT : 12.50€M² (soit 874.00€) / LOYER MAJORE : 15.00€M² (soit 1048.80€) DEPOT DE GARANTIE : 1 260.00€ HONORAIRES LOC : 705.49€ (10.09€/m²) ET 211.86€ POUR ETAT DES LIEUX (3.Loyer de 1 464,00 euros par mois charges comprises dont 204,00 euros par mois de provision pour charges (soumis à la régularisation annuelle). Les honoraires charge locataire sont de 917,35 euros ( soit 13,12 euros/m² ) dont 211,86 euros pour état des lieux ( soit 3,03 euros/m² ). Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1 160 et 1 620 euros. Prix moyens des énergies indexés en 2023. Zone soumise à encadrement des loyers. Le loyer de base du bien proposé est de 1 260 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 874 euros et le complément de loyer est de 211,2 euros par mois.",69008,Lyon,45.739088,4.874192,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/Apabsx0s8zav1whd,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,T3,2725.0,0,466.0,1,463.0,2,2705.0,0,881.0,0,224.0,1,249.0,3,1475.0,0,527.0,0,481.0,1,474.0,2,616.0,0,45.0,10,462.0,2,523.0,0,5343.0,0,2309.0,0,675.0,0,4658.0,0,1434.0,0
115,Vizzit,536.0,33.0,16.24,Appartement,2 pièce - 1 chambre - 33 m² - s,"T2 LYON 08 - 7, rue St Agnan 69008 LYON CLESEV vous propose à la location ce joli T2 de 33 m² situé dans le 8e arrondissement de Lyon, rue Saint-Agnan, à proximité de l'avenue Berthelot. Au sein d'une résidence récente, sécurisée et bien entretenue, cet appartement offre un cadre de vie agréable et calme. Il bénéficie notamment d'une exposition sur la cour intérieure de l'immeuble, à l'écart des nuisances de la rue. Le logement se compose d'un hall d'entrée desservant un agréable séjour avec un coin cuisine ouvert, offrant un espace de vie convivial et fonctionnel. La chambre, équipée d'un parquet et d'un placard mural, permet de bénéficier d'un espace nuit confortable et de rangements appréciables. Une salle de bains complète l'ensemble. Le chauffage et l'eau chaude sont individuels au gaz. Grâce à son emplacement, l'appartement se situe à proximité de l'avenue Berthelot, des transports en commun, des commerces et des différentes commodités du quartier. Sa configuration et son environnement en font un logement idéal pour une personne seule ou un couple à la recherche d'un appartement pratique et au calme. Contactez-nous dès maintenant sur Seventee pour organiser une visite et découvrir votre futur logement !. Loyer de 571,00 euros par mois charges comprises dont 50,00 euros par mois de provision pour charges (soumis à la régularisation annuelle). Les honoraires charge locataire sont de 432,96 euros ( soit 12,97 euros/m² ) dont 99,99 euros pour état des lieux ( soit 2,99 euros/m² ).",69008,Lyon,45.739487,4.861955,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/Akola1wewkrehk19,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,T2,2313.0,0,328.0,1,729.0,0,2000.0,0,725.0,0,250.0,1,236.0,5,947.0,0,502.0,0,146.0,1,68.0,2,457.0,1,81.0,5,158.0,1,446.0,1,5084.0,0,1407.0,0,723.0,0,4077.0,0,483.0,1
116,Vizzit,978.0,67.0,14.6,Appartement,3 pièce - 2 chambre - 67 m² - s - s,"Réf. AN006260 - Imodirect vous propose de découvrir ce lumineux T3 meublé de 67 m², situé au 4? étage avec ascenseur, offrant un cadre de vie confortable et fonctionnel.  L'entrée, fonctionnelle, dispose de petits rangements. L'espace nuit comprend deux belles chambres avec grands lits, dont une avec une très grande penderie. À noter que la seconde chambre est accessible uniquement en passant par le salon.  La cuisine indépendante est entièrement équipée et la salle de douche moderne offre un confort agréable au quotidien, avec des WC séparés. Vous profiterez également d'un joli balcon aménagé avec table et chaises, idéal aux beaux jours.  Chauffage et eau chaude individuels gaz. Les charges comprennent les charges générales, l'eau froide et l'entretien de la chaudière gaz.  Une cave complète ce bien et un local à vélos est disponible à l'entrée de la résidence.  ENCADREMENT DES LOYERS : • Loyer de référence : 8,60 €/m² - soit 576,46 €/mois • Loyer de référence majoré : 12,30 €/m² - soit 824,47 €/mois • Complément de loyer : 14,80 €  Classe énergétique : D (de 181 à 250).  Les frais d'agence sont de 879,43 € maximum.    Pour toute question ou visite, merci de remplir la demande de visite.",69007,Lyon,45.73959,4.852169,https://www.vizzit.fr/fr/property/appartement/lyon-7eme/Aggrqthn56yt59g7,,2026-09-24,active,,True,gps,,True,Guillotière / Jean Macé,T3,2258.0,0,835.0,0,253.0,1,1652.0,0,1147.0,0,467.0,1,183.0,2,293.0,1,213.0,8,759.0,0,287.0,1,839.0,0,260.0,2,268.0,1,1129.0,0,5022.0,0,792.0,0,1242.0,0,3746.0,0,277.0,3
117,Vizzit,488.0,28.0,17.43,Appartement,2 pièce - 1 chambre - 28 m² - s,"T2 – 28 m² – Lyon 7 – Rue Marie-Madeleine Fourcade Loyer : 520 € charges comprises – APL possible Je mets en location ce T2 de 28 m² situé rue Marie-Madeleine Fourcade, dans un coin du 7 € agréable, avec un peu de verdure autour et pas mal d'étudiants dans le secteur. Transports et commerces pas loin. La pièce principale regroupe le salon et la cuisine. La cuisine est en angle, avec four et micro -onde encastré, plaque, hotte, évier et grand frigo et un lave -vaisselle intégré. Une petite table ronde avec deux chaises est installée pour les repas, et un canapé pour la détente. La chambre est à part, avec un lit double, deux tables de chevet et une grande armoire faite sur mesure. La TV est fixée au mur, en face du lit. Salle de bain simple et propre : baignoire, meuble vasque avec miroir, WC et machine à laver. Sèche-serviettes mural. Appartement bien agencé, facile à vivre, idéal pour une personne seule ou un couple. Loyer : 520 € charges comprises. APL possible. Disponible rapidement. Les candidatures et le suivi des dossiers sont centralisés sur Loximo. L'accès aux candidatures nécessite un abonnement Loximo.",69007,Lyon,45.73971,4.83953,https://www.vizzit.fr/fr/property/appartement/lyon-7eme/Avqwyemlm57lq1ke,,2026-09-24,active,,True,gps,,True,Guillotière / Jean Macé,T2,2547.0,0,87.0,4,524.0,0,1618.0,0,838.0,0,480.0,2,33.0,5,732.0,0,956.0,0,385.0,1,205.0,2,708.0,0,98.0,4,506.0,0,539.0,0,5113.0,0,769.0,0,1618.0,0,3500.0,0,323.0,1
118,Vizzit,697.0,33.0,21.12,Appartement,1 pièce - 33 m²,"03 BERTHELOT - A SAISIR 65 RUE DU REPOS, dans résidence de standing sécurisée au pied du tramway t2 (route de vienne). T1 bis entièrement meublé et aménagé de 34m² situé au rez-de-chaussée avec terrasse et jardin, il comporte une entrée, une pièce principale avec cuisine équipée et meublée, un séjour et un coin nuit séparé par des portes coulissantes. Placards aménagés. Salle de bain avec meubles sous vasque et lave linge. Wc indépendant. Parking en sous sol sécurisé. ZONE SOUMISE A ENCADREMENT DES LOYERS LOYER DE REFERENCE MAJORE (LOYER DE BASE A NE PAS DEPASSER) : 712.97 EUR LOYER DE BASE : 712.00 EUR Consommation d'énergie totale entre 500EUR et 720EUR par an (prix moyens des énergies indexés au ).",69007,Lyon,45.740414,4.853874,https://www.vizzit.fr/fr/property/appartement/lyon-7eme/Ax715m07iei4du3z,,2026-09-24,active,,True,gps,,True,Guillotière / Jean Macé,Studio/T1,2156.0,0,860.0,0,355.0,1,1605.0,0,1112.0,0,549.0,0,338.0,5,394.0,1,117.0,8,682.0,0,288.0,1,880.0,0,351.0,2,114.0,1,1081.0,0,4931.0,0,821.0,0,1082.0,0,3708.0,0,168.0,3
119,Vizzit,485.0,32.0,15.16,Appartement,1 pièce - 32 m²,"LYON 7e ? RUE DE TOULON / RUE DE VIENNE ? PROCHE TRAM T1 À découvrir, appartement traversant de 32,53 m² idéalement situé dans le 7e arrondissement de Lyon, à deux pas du tramway T1 et des lignes de bus. L'appartement se compose d'une pièce de vie, d'une grande cuisine indépendante, ainsi que d'une salle de bains avec WC. Bénéficiant d'un emplacement pratique et recherché, vous profiterez d'un accès rapide aux transports en commun, avec le métro Jean Macé accessible en environ 15 minutes. Un appartement fonctionnel et agréable, idéal pour un étudiant ou un jeune actif, à proximité des commerces, transports et commodités. À visiter sans tarder !",69007,Lyon,45.74047,4.85134,https://www.vizzit.fr/fr/property/appartement/lyon-7eme/Ambzwd8tooiu2ey0,,2026-09-24,active,,True,gps,,True,Guillotière / Jean Macé,Studio/T1,2169.0,0,718.0,0,363.0,1,1541.0,0,1035.0,0,578.0,0,254.0,3,199.0,1,175.0,8,656.0,0,176.0,1,725.0,0,174.0,2,269.0,1,1123.0,0,4926.0,0,676.0,0,1252.0,0,3632.0,0,352.0,3
120,Vizzit,604.0,31.0,19.48,Studio,31 m² - Studio,"Rue de la Fraternité - A deux pas des commerces et transports en commun (trams T2 et T4 arrêt Jet d'Eau). Agréable T1 de 32m² en rez-de-jardin situé dans une résidence récente bénéficiant d'un environnement calme. Il se compose d'une pièce principale avec lit mezzanine, d'une cuisine ouverte aménagée et équipée (plaques de cuisson et frigo), d'un placard et d'une salle de bains avec WC. Le bien bénéficie d'un jardin privatif. Eau chaude, eau froide et chauffage collectifs. Fenêtres double vitrage PVC. Pour visiter, veuillez déposer au préalable votre dossier de candidature via le site internet de notre agence, rubrique ""Location"", ""Mon dossier en ligne"".",69008,Lyon,45.74049,4.8605,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/A0jz9pyutqdcgpo7,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,Studio/T1,2181.0,0,485.0,1,702.0,0,1844.0,0,704.0,0,389.0,1,83.0,4,907.0,0,366.0,3,169.0,1,155.0,2,614.0,0,129.0,3,313.0,2,589.0,0,4959.0,0,1257.0,0,685.0,0,3924.0,0,381.0,3
121,Vizzit,1152.0,45.0,25.6,Appartement,2 pièce - 1 chambre - 45 m² - s,"Bienvenue dans mon appartement tout neuf, pensé pour que vous vous sentiez bien dès votre arrivée. Cuisine tout équipée avec lave-vaisselle, four, plaque et frigo, robot mixeur. Salon avec canapé convertible avec un matelas très confortable ! Chambre avec matelas Simmons de qualité et surmatelas intégré pour encore plus de confort. Je pars en déplacement pendant un mois du 4 décembre 2026 au 3 janvier 2027 et propose mon appartement à la location sur cette période avec un bail mobilité d'un mois. Quelques affaires resteront dans un des deux placards de la chambre et sur une étagère du placard de la salle de bain mais vous aurez largement la place de mettre vos affaires pour un mois.",69007,Lyon,45.74053,4.83377,https://www.vizzit.fr/fr/property/appartement/lyon-7eme/Aykfxzhh8yu326y9,,2026-09-24,active,,True,gps,,True,Guillotière / Jean Macé,T2,2493.0,0,125.0,2,565.0,0,1395.0,0,849.0,0,749.0,0,66.0,7,934.0,0,973.0,0,467.0,1,390.0,1,978.0,0,125.0,6,551.0,0,762.0,0,5134.0,0,467.0,1,1390.0,0,3373.0,0,767.0,0
122,Vizzit,640.0,36.0,17.78,Studio,36 m² - Studio,"À louer, agréable T1 de 36,02 m² situé au 2e étage d'un immeuble au 23 passage des Alouettes, dans le 8e arrondissement de Lyon. L'appartement se compose d'une pièce de vie lumineuse, d'une cuisine aménagée équipée d'une plaque de cuisson et d'un réfrigérateur, ainsi que d'une salle de bains. Sa superficie offre un espace confortable et fonctionnel, idéal pour une personne seule. Un garage complète ce bien et permet de bénéficier d'un stationnement privatif, un véritable atout dans le secteur. Situé dans un environnement pratique et recherché du 8e arrondissement, ce T1 est à proximité des commerces, transports et commodités du quotidien. -> Si vous souhaitez candidater, veuillez déposer votre dossier sur Seventee. Le loyer est de 682€ (dont de 35€ charges). Les honoraires sont de 472.58€ (dont 109.14€ d'état des lieux). Le dépôt de garantie est de 647€ . Encadrement des loyers : Loyer de référence : 17.5€/m2 Loyer majoré : 21€/m2 Loyer minoré : 12.",69008,Lyon,45.74053,4.87778,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/Aaoi5pok4aonk8rz,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,Studio/T1,2758.0,0,676.0,0,358.0,3,2843.0,0,815.0,0,543.0,0,322.0,3,1795.0,0,310.0,5,493.0,1,486.0,1,935.0,0,352.0,3,413.0,1,829.0,0,5287.0,0,2539.0,0,749.0,0,4724.0,0,1714.0,0
123,Vizzit,401.0,18.0,22.28,Studio,18 m² - Studio,"Studio meublé Lyon 7ème - Studio meublé au 7/9 rue Jean Gay Lyon 7ème situé au 6ème étage avec ascenseur. Il comprend un sejour avec coin cuisine, une salle d'eau et wc. Chauffage et eau chaud : Individuels électrique Eau froide : Collective. Loyer de 427,00 euros par mois charges comprises dont 30,00 euros par mois de provision pour charges (soumis la régularisation annuelle). Les honoraires charge locataire sont de 245,18 euros ( soit 13,00 euros/m² ) dont 56,58 euros pour état des lieux ( soit 3,00 euros/m² ). DPE ANCIENNE VERSION. Zone soumise encadrement des loyers. Le loyer de base du bien proposé est de 397 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 397,946 euros",69007,Lyon,45.7406,4.85455,https://www.vizzit.fr/fr/property/appartement/lyon-7eme/Aob5ftscm0b2n5or,,2026-09-24,active,,True,gps,,True,Guillotière / Jean Macé,Studio/T1,2133.0,0,871.0,0,391.0,1,1605.0,0,1070.0,0,575.0,0,380.0,5,445.0,1,82.0,8,629.0,0,320.0,1,913.0,0,387.0,2,78.0,1,1034.0,0,4912.0,0,849.0,0,1026.0,0,3709.0,0,140.0,3
124,Vizzit,3284.0,106.0,30.98,Appartement,5 pièce - 4 chambre - 106 m² - s - s,"EXCLUSIVITÉ NEOWI IMMOBILIER : EXCEPTIONNEL ! APPARTEMENT DUPLEX MEUBLÉ de 106,72 m2 au 8ème et dernier étage avec ascenseur, TERRASSE de 130 m2 et PISCINE. Idéalement situé dans une résidence récente et de standing au 10 rue Félix Brun dans le 7ème arrondissement. Ce bien d'exception offre au premier niveau une entrée, une vaste pièce de vie avec une cuisine US entièrement équipée HAUT-DE-GAMME, ainsi qu'une une chambre avec placards, le tout donnant sur la superbe terrasse et sa PISCINE. Une salle de douche avec WC complète ce premier niveau. À l'étage, vous trouverez trois chambres, un dégagement, une salle de bain, un WC séparé. Chaque chambre étant équipée de placards. Prestations haut-de-gamme, immense terrasse avec PISCINE chauffée et climatisée. UN GARAGE DOUBLE et UNE PLACE DE PARKING accompagnent ce bien d'exception. À proximité toutes commodités : métro / bus, commerces, écoles, quais du Rhône .. Vous profiterez également des services de la copropriété avec notamment : 2 voitures électriques à votre disposition, partagées entre les occupants (principe de réservation), possibilité de réserver une chambre d'hôte, salle de réunion, etc.. Disponible de suite. Nous pour plus de renseignements ou programmer une visite. Loyer de référence : 1390,36€ Loyer de référence majoré : 1670,59€ Loyer H.C : 1670,59€ + complément de loyer : 1399,41€ (terrasse privée de 130m2, piscine chauffée privée, aménagements et équipements haut de gamme de la cuisine, box fermé pour 2 véhicules + place de stationnement, droit d'accès au service de la résidence, vue imprenable..) + charges de copro : 430€ Soit 3500€ CC Honoraires agence : 1387,36€ Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :",69007,Lyon,45.740713,4.833551,https://www.vizzit.fr/fr/property/appartement/lyon-7eme/Agom37nojo01mz7t,,2026-09-24,active,,True,gps,,True,Guillotière / Jean Macé,Grand (T4+),2472.0,0,123.0,2,589.0,0,1372.0,0,840.0,0,776.0,0,64.0,8,908.0,0,955.0,0,443.0,1,384.0,1,982.0,0,103.0,6,576.0,0,788.0,0,5119.0,0,443.0,1,1367.0,0,3352.0,0,785.0,0
125,Vizzit,657.0,38.0,17.29,Appartement,2 pièce - 1 chambre - 38 m² - s,"108 Rue Marius Berliet, 69008 Lyon. Nous vous proposons ce T2 non meublé situé au 4ème étage d'une résidence sécurisée. Une place de stationnement en sous sol est louée avec l'appartement. Le bien se compose d'une entrée avec placard, d'une pièce de vie lumineuse avec une cuisine ouverte (plaques de cuisson, hotte, rangements), d'une chambre ainsi que d'un balcon avec une vue dégagée et d'une salle d'eau avec WC. CHAUFFAGE, EAU CHAUDE, EAU FROIDE COLLECTIVES. ZONE SOUMISE A L'ENCADREMENT DES LOYERS Loyer médian : 565,16 € Loyer médian : 674,33 € Complément de loyer : 0 € Disponible de suite, dossier à déposer sur notre site internet. DISPOSITIF PINEL : Plafond de ressources a respecter Consommation énergétique : C Les coûts sont estimés en fonction des caractéristiques de votre logement et pour une utilisation standard sur 5 usages (chauffage, eau chaude sanitaire, climatisation, éclairage, auxiliaires) entre 344 € et 466 € par an Prix moyens des énergies indexés sur les années 2021, 2022, 2023 (abonnements compris) Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :",69008,Lyon,45.740916,4.865198,https://www.vizzit.fr/fr/property/appartement/lyon-8eme/A063mst5o5n4jt7h,,2026-09-24,active,,True,gps,,True,Monplaisir / Bachut,T2,2232.0,0,342.0,3,477.0,2,2045.0,0,478.0,1,458.0,1,262.0,4,1183.0,0,727.0,0,199.0,2,129.0,4,439.0,1,219.0,10,347.0,2,327.0,1,4969.0,0,1582.0,0,501.0,0,4076.0,0,748.0,0
126,Vizzit,786.0,43.0,18.28,Appartement,2 pièce - 1 chambre - 43 m² - s,"LIBRE DE SUITE LYON 7ème - Boulevard de l'artillerie. Idéalement situé, à 10 min à pieds du métro Jean Jaurès ! Appartement de type 2 de 43.37m2 habitable situé au 3ème étage d'un immeuble neuf, comprenant un séjour sur cuisine ouverte (plaques, hotte et frigo), une chambre, une salle de bains et un balcon. L'appartement dispose également d'un garage en sous sol ! Loyer : 758.98 + Charges : 80€ Pour plus d'informations et demande de visites, contactez l'agence Century 21 Grande Rue .",69007,Lyon,45.74098,4.83913,https://www.vizzit.fr/fr/property/appartement/lyon-7eme/Af36u5jm82vzai3l,,2026-09-24,active,,True,gps,,True,Guillotière / Jean Macé,T2,2440.0,0,164.0,2,636.0,0,1478.0,0,695.0,0,620.0,0,175.0,5,753.0,0,952.0,0,526.0,0,125.0,2,617.0,0,230.0,4,618.0,0,680.0,0,4981.0,0,688.0,0,1478.0,0,3356.0,0,360.0,1
127,Vizzit,710.0,52.0,13.65,Appartement,3 pièce - 3 chambre - 52 m² - s - s,"T3 DE 52.81M² ENVIRON SITUE AU 41 AVENUE ROCKEFELLER SUR LYON 3 PROCHE TRAM ARRET AMBROISE PARE Appartement situé au 4ème étage avec ascenseur composé d'un hall d'entrée, de deux chambres, d'un séjour, d'une cuisine indépendante et d'un WC. Loyer: 707€ Charges: 50€ Dépôt de garantie: 707€ Honoraires: 692.87€ dont 158€ de frais d'état des lieux. Possibilité de payer en 3x (60€ de frais de dossier) Disponible à partir du . Bien soumis à l'encadrement des loyers. Loyer de référence majoré: 14.40€/m² Honoraires de 692,87 € TTC à la charge du locataire comprenant 158 € TTC pour l'état des lieux. Zone soumise à encadrement des loyers. Loyer de référence majoré (loyer de base à ne pas dépasser) 14.40 €/mois. Loyer de base 707.00 €/mois. Provision sur charges 50 €/mois, régularisation annuelle. Dépôt de garantie 707 €. Classe énergie D, Classe climat D Montant estimé des dépenses annuelles d'énergie pour un usage standard: entre 990.00 € et 1390.00 € sur les années 2021, 2022 et 2023 (abonnements compris).",69003,Lyon,45.74115,4.88639,https://www.vizzit.fr/fr/property/appartement/lyon-3eme/Aozsy5g5rtfgwgnr,,2026-09-24,active,,True,gps,,True,Montchat,T3,3176.0,0,872.0,0,520.0,0,3401.0,0,837.0,0,1177.0,0,167.0,4,2404.0,0,600.0,0,664.0,0,349.0,1,1587.0,0,637.0,0,978.0,0,1495.0,0,5506.0,0,3187.0,0,1334.0,0,5163.0,0,2385.0,0
