id_annonce,site,prix,surface,prix_m2,type,description,code_postal,ville,latitude,longitude,url
1205,Vizzit,800.0,46.0,17.39,Appartement,2 pièce - 46 m² - s,69001,Lyon,45.76899,4.83492,https://www.vizzit.fr/fr/property/appartement/lyon-1/A6d3landgzcz3zk2
1591,Vizzit,622.0,36.0,17.28,Studio,36 m² - Studio,69001,Lyon,45.76899,4.83492,https://www.vizzit.fr/fr/property/appartement/lyon-1/A864a8a0tss3swes
1436,Vizzit,360.0,12.0,30.0,Studio,12 m² - Studio,69001,Lyon,45.769,4.82817,https://www.vizzit.fr/fr/property/appartement/lyon-1/Aslwiytfhxgqwi4s
1419,Vizzit,1080.0,42.0,25.71,Appartement,2 pièce - 42 m² - s,69006,Lyon,45.76921,4.8525,https://www.vizzit.fr/fr/property/appartement/lyon-6/Auvvohzt0f9a47bo
1474,Vizzit,747.0,46.0,16.24,Appartement,3 pièce - 46 m² - s,69001,Lyon,45.7693,4.8263,https://www.vizzit.fr/fr/property/appartement/lyon-1/Axo212ihc0b6d2jc
1481,Vizzit,1100.0,45.0,24.44,Appartement,2 pièce - 45 m² - s,69001,Lyon,45.76935,4.81825,https://www.vizzit.fr/fr/property/appartement/lyon-1/Azobguoig042hlh7
1239,Vizzit,2950.0,205.0,14.39,Appartement,6 pièce - 205 m² - s,69001,Lyon,45.76947,4.82676,https://www.vizzit.fr/fr/property/appartement/lyon-1/Afl41892hv8t0xp3
1507,Vizzit,630.0,21.0,30.0,Studio,21 m² - Studio,69006,Lyon,45.76949,4.85366,https://www.vizzit.fr/fr/property/appartement/lyon-6/A7x7tvpthvhwxfg3
1259,Vizzit,450.0,17.0,26.47,Studio,17 m² - Studio,69009,Lyon,45.76953,4.80168,https://www.vizzit.fr/fr/property/appartement/lyon-9/Aby5uyn2r0tyi6jy
1306,Vizzit,777.0,34.0,22.85,Appartement,1 pièce - 34 m²,69001,Lyon,45.76992,4.82971,https://www.vizzit.fr/fr/property/appartement/lyon-1/Aacem29i210vjl9a
1438,Vizzit,1160.0,48.0,24.17,Appartement,2 pièce - 48 m² - s,69001,Lyon,45.76992,4.82971,https://www.vizzit.fr/fr/property/appartement/lyon-1/Aspfn9roumvho6g6
1373,Vizzit,590.0,16.0,36.88,Studio,16 m² - Studio,69009,Lyon,45.76994,4.79843,https://www.vizzit.fr/fr/property/appartement/lyon-9/Asw27ak35tb0xhoe
1600,Vizzit,316.0,16.0,19.75,Studio,16 m² - Studio,69009,Lyon,45.76994,4.79843,https://www.vizzit.fr/fr/property/appartement/lyon-9/Aoqt530hxjkorjpo
1480,Vizzit,990.0,80.0,12.38,Appartement,3 pièce - 80 m² - s,69001,Lyon,45.77002,4.8347,https://www.vizzit.fr/fr/property/appartement/lyon-1/A2hbc9r0d9wv8or4
1495,Vizzit,834.0,30.0,27.8,Appartement,1 pièce - 30 m²,69004,Lyon,45.77003,4.82839,https://www.vizzit.fr/fr/property/appartement/lyon-4/Akdgpcfaxljoc5e3
1142,Vizzit,1950.0,105.0,18.57,Appartement,3 pièce - 105 m² - s,69006,Lyon,45.77018,4.85663,https://www.vizzit.fr/fr/property/appartement/lyon-6/A1xqteyld2ut6lvs
1171,Vizzit,660.0,27.0,24.44,Studio,27 m² - Studio,69006,Lyon,45.77031,4.85727,https://www.vizzit.fr/fr/property/appartement/lyon-6/Av2ihzevv77wgx0b
1404,Vizzit,885.0,46.0,19.24,Appartement,2 pièce - 46 m² - s,69001,Lyon,45.77034,4.83253,https://www.vizzit.fr/fr/property/appartement/lyon-1/Av7pce0tmkzt25uo
1579,Vizzit,1020.0,52.0,19.62,Appartement,2 pièce - 52 m² - s,69001,Lyon,45.77046,4.83414,https://www.vizzit.fr/fr/property/appartement/lyon-1/An87p5gp2pjqcd1t
1469,Vizzit,890.0,24.0,37.08,Appartement,2 pièce - 24 m² - s,69001,Lyon,45.771,4.83303,https://www.vizzit.fr/fr/property/appartement/lyon-1/Ayssgs9lkh6i9ey4
1288,Vizzit,870.0,34.0,25.59,Appartement,1 pièce - 34 m²,69006,Lyon,45.77133,4.8485,https://www.vizzit.fr/fr/property/appartement/lyon-6/Admfixxv1ev5pb1i
1173,Vizzit,910.0,42.0,21.67,Appartement,2 pièce - 42 m² - s,69009,Lyon,45.77144,4.80211,https://www.vizzit.fr/fr/property/appartement/lyon-9/Agonzpdx25z5v7wa
1319,Vizzit,2478.0,111.0,22.32,Appartement,3 pièce - 111 m² - s,69006,Lyon,45.77155,4.84973,https://www.vizzit.fr/fr/property/appartement/lyon-6/A9vhhu13niqq3q3x
1483,Vizzit,1389.0,69.0,20.13,Appartement,2 pièce - 69 m² - s,69006,Lyon,45.77196,4.86087,https://www.vizzit.fr/fr/property/appartement/lyon-6/Akwno1hw10ic53tk
1352,Vizzit,590.0,12.0,49.17,Studio,12 m² - Studio,69009,Lyon,45.77209,4.80553,https://www.vizzit.fr/fr/property/appartement/lyon-9/Aq3rrwzbyh4bi7qp
1298,Vizzit,650.0,40.0,16.25,Appartement,1 pièce - 40 m²,69006,Lyon,45.77217,4.85119,https://www.vizzit.fr/fr/property/appartement/lyon-6/Afx877ztqmotpzg8
1296,Vizzit,1150.0,66.0,17.42,Appartement,3 pièce - 66 m² - s,69009,Lyon,45.77219,4.80344,https://www.vizzit.fr/fr/property/appartement/lyon-9/A6aaqpeovxqpjrig
1183,Vizzit,1090.0,72.0,15.14,Appartement,3 pièce - 72 m² - s,69009,Lyon,45.77232,4.81081,https://www.vizzit.fr/fr/property/appartement/lyon-9/A63l9dmwyxl8newa
1152,Vizzit,1325.0,82.0,16.16,Appartement,4 pièce - 82 m² - s,69009,Lyon,45.77283,4.80034,https://www.vizzit.fr/fr/property/appartement/lyon-9/Az331u8cg2rdyi3d
1336,Vizzit,740.0,35.0,21.14,Studio,35 m² - Studio,69004,Lyon,45.77289,4.81904,https://www.vizzit.fr/fr/property/appartement/lyon-4/A125b4icohs3p0v9
1197,Vizzit,920.0,37.0,24.86,Appartement,2 pièce - 37 m² - s,69006,Lyon,45.7731,4.85203,https://www.vizzit.fr/fr/property/appartement/lyon-6/Axrnfaid8boiqrew
1377,Vizzit,810.0,51.0,15.88,Appartement,2 pièce - 51 m² - s,69009,Lyon,45.77322,4.80021,https://www.vizzit.fr/fr/property/appartement/lyon-9/A29mrzsp01qzk7so
1231,Vizzit,1430.0,71.0,20.14,Appartement,2 pièce - 71 m² - s,69001,Lyon,45.77339,4.83552,https://www.vizzit.fr/fr/property/appartement/lyon-1/Aktcs40p8yo8c497
1329,Vizzit,777.0,40.0,19.43,Appartement,1 pièce - 40 m²,69009,Lyon,45.77351,4.80529,https://www.vizzit.fr/fr/property/appartement/lyon-9/Acl9jvop006n0obj
1327,Vizzit,746.0,38.0,19.63,Appartement,2 pièce - 38 m² - s,69004,Lyon,45.77354,4.83966,https://www.vizzit.fr/fr/property/appartement/lyon-4/Aae6dbnvuef6d48b
1133,Vizzit,1845.0,75.0,24.6,Appartement,3 pièce - 75 m² - s,69004,Lyon,45.77372,4.82458,https://www.vizzit.fr/fr/property/appartement/lyon-4/Aasdy4266caqqgwp
1444,Vizzit,492.0,25.0,19.68,Studio,25 m² - Studio,69001,Lyon,45.77391,4.8364,https://www.vizzit.fr/fr/property/appartement/lyon-1/Ax36jpjq43em9n3m
1398,Vizzit,1420.0,86.0,16.51,Appartement,3 pièce - 86 m² - s,69001,Lyon,45.77394,4.83293,https://www.vizzit.fr/fr/property/appartement/lyon-1/Ay4o8o51wyd9la40
1216,Vizzit,795.0,41.0,19.39,Appartement,2 pièce - 41 m² - s,69006,Lyon,45.77407,4.85085,https://www.vizzit.fr/fr/property/appartement/lyon-6/Asxyn3bqyr73l9wh
1226,Vizzit,1121.0,77.0,14.56,Appartement,3 pièce - 77 m² - s,69006,Lyon,45.77407,4.85085,https://www.vizzit.fr/fr/property/appartement/lyon-6/Ab0pragfc3rd97cj
1386,Vizzit,1018.0,46.0,22.13,Appartement,2 pièce - 46 m² - s,69006,Lyon,45.77407,4.85085,https://www.vizzit.fr/fr/property/appartement/lyon-6/Arnkhib1u6hjthps
1415,Vizzit,1890.0,78.0,24.23,Appartement,3 pièce - 78 m² - s,69006,Lyon,45.77407,4.85085,https://www.vizzit.fr/fr/property/appartement/lyon-6/A9f3f2rwjbeoqfry
1519,Vizzit,1023.0,54.0,18.94,Appartement,2 pièce - 54 m² - s,69006,Lyon,45.77407,4.85085,https://www.vizzit.fr/fr/property/appartement/lyon-6/Ap1vxu7xvnxncroq
1364,Vizzit,1420.0,90.0,15.78,Appartement,3 pièce - 90 m² - s,69006,Lyon,45.774148,4.844092,https://www.vizzit.fr/fr/property/appartement/lyon-6/Ayo0elxz9bj4l4q2
1351,Vizzit,500.0,18.0,27.78,Studio,18 m² - Studio,69009,Lyon,45.77448,4.80713,https://www.vizzit.fr/fr/property/appartement/lyon-9/A5ojmulq4t0eoxzc
1242,Vizzit,788.0,33.0,23.88,Appartement,1 pièce - 33 m²,69004,Lyon,45.77452,4.82696,https://www.vizzit.fr/fr/property/appartement/lyon-4/Af093cswhliwlba5
1423,Vizzit,1335.0,57.0,23.42,Appartement,3 pièce - 57 m² - s,69004,Lyon,45.77452,4.82696,https://www.vizzit.fr/fr/property/appartement/lyon-4/A3v3bbxh8ewz1gma
1316,Vizzit,1000.0,64.0,15.62,Appartement,3 pièce - 64 m² - s,69009,Lyon,45.77454,4.80592,https://www.vizzit.fr/fr/property/appartement/lyon-9/A7et6l6vjsk1o6gz
1545,Vizzit,590.0,20.0,29.5,Studio,20 m² - Studio,69004,Lyon,45.77491,4.83678,https://www.vizzit.fr/fr/property/appartement/lyon-4/A7syp5tb2u6z14u8
1303,Vizzit,850.0,42.0,20.24,Studio,42 m² - Studio,69004,Lyon,45.77494,4.82923,https://www.vizzit.fr/fr/property/appartement/lyon-4/Atu930cqtj3cq3jt
1326,Vizzit,585.0,23.0,25.43,Studio,23 m² - Studio,69009,Lyon,45.77505,4.80212,https://www.vizzit.fr/fr/property/appartement/lyon-9/A411gmrrxg53fz13
1300,Vizzit,800.0,48.0,16.67,Appartement,2 pièce - 48 m² - s,69004,Lyon,45.77584,4.81144,https://www.vizzit.fr/fr/property/appartement/lyon-4/Awrnrlth6nl1cim7
1475,Vizzit,790.0,33.0,23.94,Appartement,1 pièce - 33 m²,69004,Lyon,45.77657,4.83605,https://www.vizzit.fr/fr/property/appartement/lyon-4/Aqj42krs4gabbst9
1176,Vizzit,721.0,36.0,20.03,Appartement,2 pièce - 36 m² - s,69004,Lyon,45.77659,4.83301,https://www.vizzit.fr/fr/property/appartement/lyon-4/Aoic3v6ylct40dpa
1588,Vizzit,720.0,30.0,24.0,Appartement,2 pièce - 30 m² - s,69006,Lyon,45.77791,4.853,https://www.vizzit.fr/fr/property/appartement/lyon-6/A43lxwj2vhyikot5
1354,Vizzit,535.0,26.0,20.58,Studio,26 m² - Studio,69009,Lyon,45.77795,4.80735,https://www.vizzit.fr/fr/property/appartement/lyon-9/A0q0xc4ox2sx5nxp
1365,Vizzit,940.0,20.0,47.0,Appartement,2 pièce - 20 m² - s,69009,Lyon,45.7781,4.80312,https://www.vizzit.fr/fr/property/appartement/lyon-9/A3x35ht2coslvkjy
1425,Vizzit,914.0,58.0,15.76,Appartement,2 pièce - 58 m² - s,69004,Lyon,45.77847,4.83154,https://www.vizzit.fr/fr/property/appartement/lyon-4/Aq1mrl48h0pou68r
1349,Vizzit,600.0,24.0,25.0,Studio,24 m² - Studio,69009,Lyon,45.77852,4.80533,https://www.vizzit.fr/fr/property/appartement/lyon-9/Asixran8pj2t0nkx
1476,Vizzit,1200.0,80.0,15.0,Appartement,3 pièce - 80 m² - s,69004,Lyon,45.77864,4.84073,https://www.vizzit.fr/fr/property/appartement/lyon-4/Am3iybxnzm88jt6g
1534,Vizzit,950.0,38.0,25.0,Appartement,2 pièce - 38 m² - s,69004,Lyon,45.77885,4.84084,https://www.vizzit.fr/fr/property/appartement/lyon-4/Azyv1den87uvlonl
1143,Vizzit,685.0,40.0,17.12,Studio,40 m² - Studio,69004,Lyon,45.77886,4.83355,https://www.vizzit.fr/fr/property/appartement/lyon-4/Abj6j3igvad3z4l0
1428,Vizzit,843.0,39.0,21.62,Appartement,1 pièce - 39 m²,69004,Lyon,45.7792,4.8322,https://www.vizzit.fr/fr/property/appartement/lyon-4/Az4k819pr65fqace
1180,Vizzit,650.0,32.0,20.31,Studio,32 m² - Studio,69004,Lyon,45.7792,4.83644,https://www.vizzit.fr/fr/property/appartement/lyon-4/A1g8blpvhc35h1yh
1211,Vizzit,715.0,30.0,23.83,Appartement,2 pièce - 30 m² - s,69004,Lyon,45.77927,4.82962,https://www.vizzit.fr/fr/property/appartement/lyon-4/A3sm1uar7queca31
1292,Vizzit,786.0,30.0,26.2,Appartement,1 pièce - 30 m²,69004,Lyon,45.77927,4.83013,https://www.vizzit.fr/fr/property/appartement/lyon-4/Augzmrni5e17e87t
1517,Vizzit,1160.0,60.0,19.33,Appartement,3 pièce - 60 m² - s,69009,Lyon,45.77943,4.80481,https://www.vizzit.fr/fr/property/appartement/lyon-9/A2vf62jjojt9uubs
1443,Vizzit,475.0,17.0,27.94,Studio,17 m² - Studio,69009,Lyon,45.77963,4.80709,https://www.vizzit.fr/fr/property/appartement/lyon-9/Ar7t2irmzmoyvs7g
1356,Vizzit,500.0,19.0,26.32,Studio,19 m² - Studio,69004,Lyon,45.77966,4.84019,https://www.vizzit.fr/fr/property/appartement/lyon-4/Ai3dp20o9x0z758b
1158,Vizzit,470.0,19.0,24.74,Studio,19 m² - Studio,69004,Lyon,45.77973,4.8401,https://www.vizzit.fr/fr/property/appartement/lyon-4/Azhsw32g5n8ohoz8
1210,Vizzit,755.0,52.0,14.52,Appartement,2 pièce - 52 m² - s,69004,Lyon,45.77984,4.8354,https://www.vizzit.fr/fr/property/appartement/lyon-4/Au8jv092pzuk5wq7
1233,Vizzit,803.0,59.0,13.61,Appartement,2 pièce - 59 m² - s,69004,Lyon,45.77988,4.83473,https://www.vizzit.fr/fr/property/appartement/lyon-4/Abxsqpsk7od2xhbq
1433,Vizzit,695.0,20.0,34.75,Studio,20 m² - Studio,69004,Lyon,45.78011,4.83703,https://www.vizzit.fr/fr/property/appartement/lyon-4/Ao5asvgx92dv5qb0
1214,Vizzit,635.0,23.0,27.61,Appartement,1 pièce - 23 m²,69004,Lyon,45.78026,4.82853,https://www.vizzit.fr/fr/property/appartement/lyon-4/Aqbcxqkjre8if68l
1510,Vizzit,680.0,10.0,68.0,Appartement,1 pièce - 10 m²,69004,Lyon,45.78026,4.82853,https://www.vizzit.fr/fr/property/appartement/lyon-4/A3nndnjjw4fb1dgo
1304,Vizzit,1308.0,73.0,17.92,Appartement,3 pièce - 73 m² - s,69004,Lyon,45.78043,4.82732,https://www.vizzit.fr/fr/property/appartement/lyon-4/A0wocjqv9n6z75b9
1462,Vizzit,860.0,36.0,23.89,Appartement,2 pièce - 36 m² - s,69004,Lyon,45.7805,4.83355,https://www.vizzit.fr/fr/property/appartement/lyon-4/Aa8gjbtggvi0xrew
1246,Vizzit,650.0,20.0,32.5,Studio,20 m² - Studio,69004,Lyon,45.78079,4.83873,https://www.vizzit.fr/fr/property/appartement/lyon-4/A53k3vlz2ui1q6qr
1496,Vizzit,730.0,37.0,19.73,Appartement,2 pièce - 37 m² - s,69009,Lyon,45.78131,4.80653,https://www.vizzit.fr/fr/property/appartement/lyon-9/A7ao60oh3wrubpz0
1332,Vizzit,800.0,45.0,17.78,Appartement,4 pièce - 45 m² - s,69004,Lyon,45.78135,4.81268,https://www.vizzit.fr/fr/property/appartement/lyon-4/A0cylnq6g2gubx8y
1439,Vizzit,1400.0,83.0,16.87,Appartement,4 pièce - 83 m² - s,69004,Lyon,45.78135,4.81268,https://www.vizzit.fr/fr/property/appartement/lyon-4/Aoukp73tvhk8k10a
1291,Vizzit,495.0,19.0,26.05,Studio,19 m² - Studio,69009,Lyon,45.7825,4.809,https://www.vizzit.fr/fr/property/appartement/lyon-9/A9e7yrgzovxsyyg4
1201,Vizzit,820.0,37.0,22.16,Appartement,2 pièce - 37 m² - s,69004,Lyon,45.78258,4.81665,https://www.vizzit.fr/fr/property/appartement/lyon-4/A0lynry1tq909f15
1333,Vizzit,1307.0,76.0,17.2,Appartement,3 pièce - 76 m² - s,69009,Lyon,45.78338,4.81199,https://www.vizzit.fr/fr/property/appartement/lyon-9/Ayb85p4x5357siy0
1586,Vizzit,1210.0,84.0,14.4,Appartement,4 pièce - 84 m² - s,69009,Lyon,45.78338,4.81199,https://www.vizzit.fr/fr/property/appartement/lyon-9/Anhi1ekzfq43s2g4
1424,Vizzit,850.0,47.0,18.09,Appartement,2 pièce - 47 m² - s,69009,Lyon,45.78374,4.80856,https://www.vizzit.fr/fr/property/appartement/lyon-9/Ani6hx0068w846kg
1186,Vizzit,955.0,47.0,20.32,Appartement,2 pièce - 47 m² - s,69009,Lyon,45.785094,4.812683,https://www.vizzit.fr/fr/property/appartement/lyon-9/A0fdshvkt63npli4
1516,Vizzit,900.0,50.0,18.0,Appartement,3 pièce - 50 m² - s,69009,Lyon,45.78558,4.8108,https://www.vizzit.fr/fr/property/appartement/lyon-9/Ax0cc9ef3xl47sga
1562,Vizzit,750.0,28.0,26.79,Studio,28 m² - Studio,69009,Lyon,45.78584,4.81083,https://www.vizzit.fr/fr/property/appartement/lyon-9/Ams0pieej1zsgj8q
1560,Vizzit,660.0,28.0,23.57,Appartement,1 pièce - 28 m²,69009,Lyon,45.78587,4.81227,https://www.vizzit.fr/fr/property/appartement/lyon-9/Aezwycsqxwbddfzg
1561,Vizzit,690.0,13.0,53.08,Studio,13 m² - Studio,69009,Lyon,45.78624,4.79999,https://www.vizzit.fr/fr/property/appartement/lyon-9/Ahqusn60rfwn6sri
1466,Vizzit,485.0,21.0,23.1,Studio,21 m² - Studio,69009,Lyon,45.788,4.8128,https://www.vizzit.fr/fr/property/appartement/lyon-9/A1kv2nxk426o1k3j
1163,Vizzit,1210.0,76.0,15.92,Appartement,4 pièce - 76 m² - s,69009,Lyon,45.79519,4.81577,https://www.vizzit.fr/fr/property/appartement/lyon-9/A6wsienb1lvvc0hs
1169,Vizzit,1180.0,70.0,16.86,Appartement,3 pièce - 70 m² - s,69009,Lyon,45.80058,4.82572,https://www.vizzit.fr/fr/property/appartement/lyon-9/Ahd8gdt9k5bz033z
1371,Vizzit,700.0,29.0,24.14,Appartement,1 pièce - 29 m²,69009,Lyon,45.8016,4.83307,https://www.vizzit.fr/fr/property/appartement/lyon-9/A9s3gipa5mb79obi
1528,Vizzit,800.0,42.0,19.05,Appartement,2 pièce - 42 m² - s,69009,Lyon,45.80258,4.82529,https://www.vizzit.fr/fr/property/appartement/lyon-9/Atoidr2izy06gscl
2,Century 21,700.0,21.62,32.38,Appartement,"T1 - 21,62 m2, 1 pièce Ref : 20465",69008,Lyon,,,https://www.century21.fr/trouver_logement/detail/15398798111/
3,Century 21,912.0,41.91,21.76,Appartement,"1 pièce - F1 41,91 m2, Ref : 1026",69007,Lyon,,,https://www.century21.fr/trouver_logement/detail/15395801985/
4,Century 21,840.0,71.2,11.8,Appartement,"3 pièce - 71,20 m2, s Ref : 22624",69009,Lyon,,,https://www.century21.fr/trouver_logement/detail/15321278025/
5,Century 21,1600.0,100.65,15.9,Appartement,"3 pièce - 100,65 m2, s Ref : 39048",69001,Lyon,,,https://www.century21.fr/trouver_logement/detail/15274160940/
6,Century 21,1305.0,91.33,14.29,Appartement,"4 pièce - F4 91,33 m2, s Ref : 20463",69003,Lyon,,,https://www.century21.fr/trouver_logement/detail/15387352898/
7,Century 21,949.0,34.03,27.89,Appartement,"1 pièce - F1 34,03 m2, Ref : 39074",69005,Lyon,,,https://www.century21.fr/trouver_logement/detail/15377856568/
8,Century 21,1515.0,80.35,18.86,Appartement,"4 pièce - F4 80,35 m2, s Ref : 39068",69002,Lyon,,,https://www.century21.fr/trouver_logement/detail/15361084077/
9,Century 21,1023.0,54.37,18.82,Appartement,"2 pièce - F2 54,37 m2, s Ref : 20462",69006,Lyon,,,https://www.century21.fr/trouver_logement/detail/15382558674/
10,Century 21,1000.0,57.14,17.5,Appartement,"2 pièce - F2 57,14 m2, s Ref : 1965",69008,Lyon,,,https://www.century21.fr/trouver_logement/detail/15064206354/
11,Century 21,1115.0,79.73,13.98,Appartement,"3 pièce - F3 79,73 m2, s Ref : 2037",69008,Lyon,,,https://www.century21.fr/trouver_logement/detail/15308812750/
12,Century 21,999.0,42.25,23.64,Appartement,"2 pièce - F2 42,25 m2, s Ref : 4029",69001,Lyon,,,https://www.century21.fr/trouver_logement/detail/15185134901/
13,Century 21,711.0,22.68,31.35,Appartement,"T1 - 22,68 m2, 1 pièce Ref : 20459",69008,Lyon,,,https://www.century21.fr/trouver_logement/detail/15375276987/
16,Century 21,1800.0,101.5,17.73,Appartement,"4 pièce - F4 101,50 m2, s Ref : 1852",69008,Lyon,,,https://www.century21.fr/trouver_logement/detail/14523630496/
17,Century 21,1100.0,46.26,23.78,Appartement,"2 pièce - F2 46,26 m2, s Ref : 39044",69001,Lyon,,,https://www.century21.fr/trouver_logement/detail/15263958366/
19,Century 21,2150.0,110.81,19.4,Appartement,"4 pièce - F4 110,81 m2, s Ref : 1949",69004,Lyon,,,https://www.century21.fr/trouver_logement/detail/14978577349/
20,Century 21,1390.0,84.0,16.55,Appartement,"3 pièce - 84 m2, s Ref : 39013",69002,Lyon,,,https://www.century21.fr/trouver_logement/detail/15045556647/
21,Century 21,2000.0,105.06,19.04,Appartement,"3 pièce - F3 105,06 m2, s Ref : 774",69001,Lyon,,,https://www.century21.fr/trouver_logement/detail/15178276307/
22,Century 21,1500.0,52.9,28.36,Appartement,"3 pièce - F3 52,90 m2, s Ref : 20372",69001,Lyon,,,https://www.century21.fr/trouver_logement/detail/14764436270/
23,Century 21,2500.0,170.0,14.71,Appartement,"T3 - 170 m2, 4 pièces Ref : 907",69007,Lyon,,,https://www.century21.fr/trouver_logement/detail/13910822966/
24,Century 21,754.0,35.81,21.06,Appartement,"T1 - 35,81 m2, 1 pièce Ref : 1202",69001,Lyon,,,https://www.century21.fr/trouver_logement/detail/16176555645/
25,Century 21,1500.0,75.5,19.87,Appartement,"3 pièce - F3 75,50 m2, s Ref : 1199",69007,Lyon,,,https://www.century21.fr/trouver_logement/detail/16052824165/
26,Century 21,1505.0,90.88,16.56,Appartement,"4 pièce - F4 90,88 m2, s Ref : 20543",69003,Lyon,,,https://www.century21.fr/trouver_logement/detail/15710864656/
27,Century 21,929.0,36.0,25.81,Appartement,"2 pièce - F2 36 m2, s Ref : 20580",69001,Lyon,,,https://www.century21.fr/trouver_logement/detail/16074711033/
28,Century 21,2000.0,86.18,23.21,Appartement,"4 pièce - F4 86,18 m2, s Ref : 1196",69007,Lyon,,,https://www.century21.fr/trouver_logement/detail/15989416881/
29,Century 21,999.0,80.26,12.45,Appartement,"3 pièce - F3 80,26 m2, s Ref : 2284",69008,Lyon,,,https://www.century21.fr/trouver_logement/detail/15808279639/
30,Century 21,1308.0,83.09,15.74,Appartement,"T5 - 83,09 m2, 5 pièces Ref : 1476",69008,Lyon,,,https://www.century21.fr/trouver_logement/detail/10941353992/
34,Century 21,1090.0,48.62,22.42,Appartement,"T2 - 48,62 m2, 2 pièces Ref : 792",69001,Lyon,,,https://www.century21.fr/trouver_logement/detail/15840472850/
35,Century 21,1215.0,72.0,16.88,Local/Bureau,"2 pièce - Local 72 m2, s Ref : 134701",69003,Lyon,,,https://www.century21.fr/trouver_logement/detail/15520790871/
36,Orpi,958.0,69.0,13.88,Appartement,3 pièce - 2 chambre - EXCLUSIVITÉ par mois PRIX EN BAISSE LOCATION s 69 m2 8 - Moulin à Ve nt Message s Balcon Bon état Non meublé Ascenseur Etage : 1 Favoris,69008,Lyon,,,https://www.orpi.com/annonce-location-appartement-t3-lyon-8-69008-8222b8db-276b-4330-ad63-612ffd87b4a5/
37,Orpi,879.0,54.0,16.28,Appartement,2 pièce - 1 chambre - EXCLUSIVITÉ VISITE VIRTUELLE par mois PRIX EN BAISSE LOCATION s 54 m2 Ly on 8 - Monplaisir - Frères Lumière Message Cave Bon état Non meublé Ascenseur Etage : 3 Favoris,69000,Lyon,,,https://www.orpi.com/annonce-location-appartement-t2-lyon-8-69008-cdf0e712-54e7-4e93-91ae-cfd7d9eb3d1b/
38,Orpi,892.0,50.0,17.84,Appartement,1 pièce - 1 chambre - par mois LOCATION 50 m2 7 - Guillotière Message À rafraîc hir Non meublé Ascenseur Rez - de - chaussée Favoris,69007,Lyon,,,https://www.orpi.com/annonce-location-appartement-t1-lyon-7-69007-56228171-23fd-41d0-8fd9-e75aef03cf0f/
39,Orpi,120.0,14.0,8.57,Appartement,EXCLUSIVITÉ par mois LOCATION Stationnement 14 m2 4 - Parc Popy Message Portail électri que Favoris,69004,Lyon,,,https://www.orpi.com/annonce-location-stationnement-lyon-4-69004-72c66b64-d844-4cd2-8c30-c8b810430637/
40,Orpi,992.0,63.0,15.75,Appartement,3 pièce - 2 chambre - EXCLUSIVITÉ par mois LOCATION s 63 m2 4 - Chazière Message s Balcon Cave Bon état Non meublé Ascenseur Favoris,69004,Lyon,,,https://www.orpi.com/annonce-location-appartement-t3-lyon-4-69004-bbc0f879-a1c7-4f7f-96c9-445f22fde96d/
41,Orpi,1406.0,55.0,25.56,Appartement,4 pièce - 3  chambre - EXCLUSIVITÉ par mois LOCATION s 55 m2 4 - Place des Tapis Message s Bon état Non meublé Etage : 1 Favoris,69004,Lyon,,,https://www.orpi.com/annonce-location-appartement-t4-lyon-4-69004-12398bce-de08-40f9-a1b2-48bb3c310890/
42,Orpi,700.0,24.0,29.17,Appartement,1 pièce - EXCLUSIVITÉ par mois LOCATION 24 m2 5 - Saint - Georges Message Studi o Parfait état Meublé Etage : 3 Favoris,69005,Lyon,,,https://www.orpi.com/annonce-location-appartement-t1-lyon-5-69005-fb2e98f0-b330-4ce9-b3d4-17fb9aab46cc/
43,Orpi,1980.0,126.0,15.71,Appartement,3 pièce - 2 chambre - EXCLUSIVITÉ VISITE VIRTUELLE par mois LOCATION s 126 m2 2 - Ampère M essage s Bon état Meublé Etage : 2 Favoris,69002,Lyon,,,https://www.orpi.com/annonce-location-appartement-t3-lyon-2-69002-5680f655-8e13-44c9-9c5c-317d25670e6a/
44,Orpi,760.0,22.0,34.55,Studio,1 pièce - EXCLUSIVITÉ par mois LOCATION 22 m2 8 - Santy Message Studio Bon ét at Meublé Etage : 1 Favoris,69008,Lyon,,,https://www.orpi.com/annonce-location-appartement-t1-lyon-8-69008-f68a7850-fd5f-4915-ad9a-a96de46c32f1/
45,Orpi,721.0,37.0,19.49,Appartement,2 pièce - EXCLUSIVITÉ par mois LOCATION s 37 m2 4 - Croix Rousse Message 1 cha mbre Bon état Meublé Etage : 3 Favoris,69004,Lyon,,,https://www.orpi.com/annonce-location-appartement-t2-lyon-4-69004-291-028089-734/
46,Orpi,403.0,22.0,18.32,Studio,1 pièce - EXCLUSIVITÉ VISITE VIRTUELLE par mois LOCATION 22 m2 8 - Moulin à V ent Message Studio Terrasse Bon état Non meublé Rez - de - chaussée Favoris,69008,Lyon,,,https://www.orpi.com/annonce-location-appartement-t1-lyon-8-69008-9495430e-f1e8-4404-947c-8d8377923c44/
47,Orpi,950.0,35.0,27.14,Studio,1 pièce - EXCLUSIVITÉ par mois PRIX EN BAISSE LOCATION 35 m2 1 - Terreaux Mes sage Studio Bon état Meublé Etage : 6 Favoris,69001,Lyon,,,https://www.orpi.com/annonce-location-appartement-t1-lyon-1-69001-2434-028948-042/
