categorie_cavalier,type_osm,nom_lieu,latitude,longitude,code_postal
Vice - Kebab,kebab,Meydan Berlin Kebab,45.7545749,4.8424525,69007.0
Vice - Kebab,kebab,Le Palais des Gateries,45.7547123,4.8425509,69007.0
Vice - Kebab,kebab,Vargo,45.7558069,4.8431601,69003.0
Vice - Kebab,kebab,Kebab Grill House 63,45.7518642,4.8401552,69007.0
Vice - Kebab,kebab,La Grillade,45.7559149,4.8449127,69003.0
Vice - Kebab,kebab,Istanbul Kebab,45.7667434,4.831037,69001.0
Vice - Kebab,kebab,Frau,45.7681371,4.8284947,69001.0
Vice - Kebab,kebab,Doya,45.751887,4.8276528,69002.0
Vice - Kebab,kebab,Adana Kebab,45.7476673,4.8419424,69007.0
Vice - Kebab,kebab,Amilcar II,45.7532324,4.8413792,69007.0
Vice - Kebab,kebab,Bahoz,45.7566478,4.8149861,69005.0
Vice - Kebab,kebab,Restaurant de l'Angle,45.7794257,4.8323943,69004.0
Vice - Kebab,kebab,Chëf,45.7435997,4.873327,69008.0
Vice - Kebab,kebab,Roney Kebab,45.7739653,4.8230891,69004.0
Vice - Kebab,kebab,Baraban Fresh Chicken,45.7549085,4.8669961,69003.0
Vice - Kebab,kebab,Brotteaux Kebab,45.7657018,4.8556005,69006.0
Vice - Kebab,kebab,Shawerman,45.7319041,4.826016,69007.0
Vice - Kebab,kebab,One minute Kebab,45.7863419,4.8114481,69009.0
Vice - Kebab,kebab,Mosaique,45.7526497,4.8519862,69003.0
Vice - Kebab,kebab,Mont Berliner,45.7632995,4.8554308,69003.0
Vice - Kebab,kebab,Kumpir’Land,45.7633554,4.8570717,69003.0
Vice - Kebab,kebab,Kebab Debourg,45.7309362,4.8331748,69007.0
Vice - Kebab,kebab,Class & Kebab,45.761698,4.8583632,69003.0
Vice - Kebab,kebab,Star Kebab,45.7691655,4.8525388,69006.0
Vice - Kebab,kebab,Mezo Mada,45.7771174,4.8321642,69004.0
Vice - Kebab,kebab,Reyna,45.7373064,4.8686457,69008.0
Vice - Kebab,kebab,Victor Hugo Kebab,45.7518191,4.8283048,69002.0
Vice - Kebab,kebab,Free Time,45.7567281,4.8461909,69003.0
Vice - Kebab,kebab,MKF Meilleur Kebab de France,45.7557004,4.8411659,69007.0
Vice - Kebab,kebab,Chaud Restau,45.74489,4.8490117,69007.0
Vice - Kebab,kebab,Beyasit,45.7595321,4.8265941,69005.0
Vice - Kebab,kebab,Kebab Azadi,45.7461863,4.838397,69007.0
Vice - Kebab,kebab,Mister Kebab,45.7475713,4.8340684,69007.0
Vice - Kebab,kebab,Le King,45.7391885,4.8611974,69008.0
Vice - Kebab,kebab,Kebab Chez Lina,45.7657566,4.8442994,69006.0
Vice - Kebab,kebab,CHËF Berliner Kebap,45.7685794,4.8317332,69001.0
Vice - Kebab,kebab,Le Marietton,45.7753487,4.8041491,69009.0
Vice - Kebab,kebab,Berliner,45.7413373,4.8161731,69002.0
Vice - Kebab,kebab,Dersim,45.7635482,4.8521747,69003.0
Vice - Kebab,kebab,L'Artisan Kebab,45.7380569,4.8856191,69008.0
Vice - Kebab,kebab,Tacos Time,45.7264012,4.8803973,69008.0
Vice - Kebab,kebab,King Tacos,45.7362624,4.8692125,69008.0
Vice - Kebab,kebab,King Tacos,45.7404575,4.8636711,69008.0
Vice - Kebab,kebab,Karamanli,45.7617632,4.834879,69002.0
Vice - Kebab,kebab,Sultan Kebab,45.7330096,4.8792478,69008.0
Vice - Kebab,kebab,Gerland Kebab,45.7378753,4.839745,69007.0
Vice - Kebab,kebab,Kebab de l'Avenue,45.7418699,4.8401093,69007.0
Vice - Kebab,kebab,Restaurant Valmy,45.7747775,4.8060107,69009.0
